,content,score,Year,Month,Day,sentiment
365,"Update SIM A dan C, SIM A yg terbit th.2018 bisa masuk data aplikasi krn sdh digitalisasi, sementara SIM C yg terbit th.2020 malah ga bs masuk data aplikasi alasannya blm digitalisasi. Brarti SIM terbitan baru blm digitalisasi semua dong...lhaaa gimana to??",2,2022,9,20,0
9314,"Verifikasi e-KTP gagal dan gagal padahal sudah sesuai baik itu latar,cahaya. Tolong perbaiki.",1,2022,9,20,-1
5804,"Verifikasi wajah susah2, Udah mangap2, udah angguk2, udah kedip2, ehhh... Ga bisa dipakai bikin sim baru. Aplikasi pencitraan kah ini?",1,2022,9,20,-1
3397,"pelayanan cepat dan mudah asal ikuti petunjuknya dengan benar. hanya saja, masih ada beberapa fasilitas yang belum bisa di gunakan, seperti pembuatan SIM baru, STNK, dll. semoga ke depannya lebih baik lagi.",4,2022,9,20,1
979,"Sangat puas dengan adanya pelayanan perpanjangan SIM secara online, lebih hemat waktu dan hemat biaya. Bagi yang mau perpanjangan SIM secara online melalui aplikasi ini sebaiknya lihat tutorialnya dulu di YouTube, insya'Allah berhasil. Selamat mencoba..",5,2022,9,20,1
1024,"Proses daftar akun diawal sudah OK, tapi ketika perpanjang SIM dan proses registrasi identitas sering terjadi error dan tidak bisa lanjut ke proses berikutnya. Tapi ketika proses registrasi bisa dilanjutkan, semua tahapan selanjutnya tidak ada kendala. Tolong di tingkatkan lagi kualitas aplikasi ini agar tidak terjadi berbagai macam error dan lebih memudahkan masyarakat untuk menggunakannya.",4,2022,9,20,0
5583,"Proses mudah dan cepat. Kalau ada menu yg tidak muncul, coba bersihkan canche dulu. Mantap",5,2022,9,20,1
6561,bagus.cepat.hemat waktu.. tapi bentuk simnya kaya gak berwibawa jadinya.tim edit fotonya juga kurang bagus. mungkin krn buru2. tapi bagus bgt lah..,5,2022,9,20,1
4347,"Proses cepat sesuai data, sampai tujuan dengan baik, semoga digital korlantas semakin berkembang dengan lebih baik ke fitur² yang lain,,",5,2022,9,20,1
4577,"Saya sudah menggunakan untuk perpanjangan sim A dan C saya. Dengan pilihan SATPAS POLRES Karawang. Hanya 1 hari, SIM selesai dan siap kirim. Aplikasinya juga mudah digunakan. Tidak pernah error. Good Job POLRI..",5,2022,9,20,0
4262,"Saya sudah berhasil perpanjang sim online dari 1 juli 2022 dan sudah melakukan pembayaran tp sampai ulasan ini ditulis september 2022 belum diproses juga padahal masa berlaku sim saya habis agustus kmarin, saya bingung harus komplain kemana",1,2022,9,20,0
2892,"sangat membantu dalam perpanjangan sim tidak perlu antri ke satpas, meskipun saat awal registrasi selalu gagal dalam 2 hari karena server baru maintenance...",5,2022,9,21,0
3608,"Hee udah download dan aktivasi kirain bisa mengajuakan permohonan sim baru, eh ternyata layanan blm tersedia. Smoga pengembang aplikasi memperbaiki banyak layanan yg masih belum tersedia",4,2022,9,21,0
3478,"SIM A saya sudah diterima kurang dr 1 minggu, sangat baik, saran buat yg lain prosedur ditempuh, utk fto, ktp, ttd dan sim lama agar resolusinya hrs benar, sblum di resize sbaiknya aspek rationya dipertahankan agar dokumen tsb baik, trimaksih korlantas atas layanannya.",5,2022,9,21,1
6796,"Ini mau daftar SIM nya gimana??kok kayak ga bisa2,,,semua sudah terverikasi,tapi menu ga ada yg bisa di gunakan",1,2022,9,21,-1
3341,"Bagus ni aplikasi, aktivasi lancar.. bravo POLRI, Kmaren dah sukses pake signal nanti nyoba perpanjang SIM. Mantap lah efisien waktu",5,2022,9,21,1
6448,Saya rubah bintang nya karena sudah bisa untuk perpanjangan sim.. mudah. Hemat waktu dan biaya semoga kedepan nya lebih maju lagi...,5,2022,9,21,0
1130,"kecewa dengan aplikasi ini..sudah melakukan pembayaran tpi kmudian dinyatakan gagal..tidak disebutkan secara jelas kesalahan pengisian dokumen yg mana agar menjadi koreksi, serta sistem yg susah dimana di haruskan mengisi data n upload berulang2",1,2022,9,21,-1
7213,Banyak banyalin di perbaikin masih banyak banget yang kurang dan seringnya keluar saat penguploadan tolong lebih di teliti lagi untuk pengembangannya terimakasih,1,2022,9,21,-1
9134,Trimaksih digital korlantas . Sebenernya ini memudahakan sekali tapi antrianya lamaa.. sim saya 3 bulan baru jadi.,2,2022,9,21,0
7007,Ga bisa login d eppsi selalu terjadi masalah error' error' error' cm suruh bolak balik daftar .. gaje bgt dah apkikasinya,1,2022,9,22,-1
7300,Sebelumnya saya terdaftar pake no yg lama berhubung no yg lama hangus tidak bisa log in lagi pake no baru pun ndak bisa soale nik sudah terdaftar di akun lama,1,2022,9,22,-1
8982,"Mudah dan cepat, asalkan syarat semuanya terpenuhi. Sangat terbantu dengan aplikasi ini. 👍",5,2022,9,22,1
1492,"Blom bisa buat sim baru..sebagai masukan ujian praktik jangan begitu medan nya..emangnya di jalan raya jalan nya liku2 ?trus kalau kita mengendarai sepeda motor di jalan raya, kaki gak bisa turun kalau jalan sempit..coba di perbaiki ..ini sama saja menjebak masyarakat yg mau buat sim..rata2 gagal..akhir nya nembak dan biaya membengkak..",1,2022,9,23,-1
4470,Ini aplikasi cuman ada pelayanan perpanjangan sim doang untuk yang lain kaya sim hilang dll belum tersedia karena banyak proses pungli di pembuatan sim dan kehilangan sim berantas bisa lewat online payah banget nih institusi kepolisian sambo,1,2022,9,23,0
3030,"Aplikasi jelek. 1. Tidak bisa memilih SATPAS POLDA DIY. 2. Pembayaran selalu gagal,padahal nomer VA sudah benar. 3. Ongkos kirim perpanjang SIM A dan C sendiri2,seharusnya bisa di satukan. 4. WA tidak di respon.",1,2022,9,23,-1
4639,"Sudah lebih dari 10 hari diproses kenapa belum kelar juga ya, alhasil sim sudah kadaluarsa. Sangat disayangkan sudah keluar uang buat tes pskologi dan kesehatan ternyata lamban prosesnya",2,2022,9,23,-1
5860,"Saya suka, Harga lebih terjangkau, sayangnya Fitur pembuatan SIM Baru masih tahap pengembangan . Padahal sudah tes Psycologi .",4,2022,9,23,1
1627,proses masih berjalan...gk perlu kuatir SIM gk dicetak kalo sudah ada No.registrasi.. Cuma saya heran dan bingung saat tampilan proses kok masa berlakunya 9 - Okt Tahun 2022...? padahal yg lama itu masa berlakunya 10 - Okt 2022 .... kuatir nanti pas dicetak apa juga sama seperti tampilan...?,4,2022,9,23,0
9252,"Sudah sangat baik untuk perpanjangan sim. Untuk kedepan semoga fitur"" yang laundry dapat di gunakan juga.",4,2022,9,23,1
2994,"Sudah hampir setahun nunggu mau buat sim,katanya mempermudah malah yang muncul masih dalam tahap pengembangan terus,katanya bisa buat sim lewat apk ini yah buktinya selama ini nihil",1,2022,9,24,0
3107,"sangat tdk disarankan pake aplikasi ini, bknnya mempermudah tp malah mempersulit. udh tunggu lbh dr seminggu status msh diproses. ditanya di whatsapp blg satpas kehabisan bhn sim, suruh pindah satpas lainnya. kl pindah satpas itu berarti sama aja minta pembatalan dan biarpun uang kembali itu jg pasti dipotong lg. jd ya nunggu selama ini sama aja buang2 waktu aja. mending aman lgs offline aja repot beberapa jam tp lgs jadi",1,2022,9,24,-1
6601,"Pembuatan SIM belum bisa aplikasinya alasan pengembangan, dr 2 bulan pengembangan terus. Mau sampai kapan?",2,2022,9,24,-1
9672,"trus benahi aplikasinya, krena banyak menu yg belum trsedia,, tpi proses cepat, tinggal tunggu di rumah, sim datang",5,2022,9,24,-1
8361,"enak nya buat perpanjangan SIM online hemat waktu, tidak perlu antri yang penting signal internet bagus",5,2022,9,24,1
5981,pelayanan cepat meski kemarin dicoba 3x kali gagal karena foto kurang terang.tapi alhamdulilah sudah bisa...dan semoga untuk pelayanan pembuatan sim online dan pajak segera bisa di ginakan,4,2022,9,24,1
2957,"aplikasi macam apa ini, sudah di daftar kok pada gak bisa dibuka. padahal datanya sudah benar semua. gak berguna sangat tidak membantu nyesal dan kecewa saya download. memberibtau semua data jadi rada takut data saya di salahgunakan",1,2022,9,24,-1
3484,"BUMN dan Aplikasi pemerintah wajib Bintang 1, Karena cuman bagus dianggaran aja gede, tapi fungsinya kecil bahkan engga ada 🤣 Hadeh hadeh, ""era digitalisasi"" padahal bikin aplikasi kagak becus. Backend nya kemana ini, banyak bug kaga dibenerin, yg memuji aplikasi ini rata2 buzzer dan orang dalem kapolri kwkwkw",1,2022,9,25,-1
8621,"Sangat membantu proses perpanjang sim di luar kota secara online, mudah dan cepat prosesnya. Terima kasih",5,2022,9,25,1
6384,"Mempermudah dalam perpanjangan sim,cuma aplikasi kadang sulit diakses terutama untuk menyimpan data",4,2022,9,26,0
2800,"Halo min., Saya sudah memperpannjang SIM A melalui aplikasi ini , sudah 2 minggu di aplikasi masih proses 50%,. Sudah di bayar sampe sekarang sim nya belum sampe2 ., Sudah di lapor melalui WA Sama e-mail tapi tidak ada respon,. Gimna solusi nya min ?? Terima kasih",3,2022,9,26,0
4952,"kalo bisa aku kasih minus, bakalan aku kasih minus. pdhal sinyal internet bagus2 aja, tpi knapa waktu awal registrasi strlah masukan nmr tlpon dan bayar 550 ttap gk bisa2 masuk/dpat kode otp. kesell bnget",1,2022,9,26,-1
9411,"Saya kasih bintang 3, alasan nya simpel segera diupdate pembuatan SIM online. Saran buat sebaik² nya agar tidak downserver.",3,2022,9,26,0
8862,Terlalu berbelit belit prosedurnya.. hanya perpanjang sim aja ribet prosedurnya.. aplikasi perpanjang sim online bukannnya mempermudah namun menambah sulit,1,2022,9,26,-1
7059,"Verfikasi ktp sulit sekali, alasan nya wajah terlalu besar lah, wajah gk kebaca lah, apalah. Ribet sekali.",1,2022,9,26,-1
943,Menu yang tersedia pas di klik selalu dalam pengembangan....kalo aplikasi ini muncul iklan'a di sosial media aplikasi'a bagus...pas di coba semua menu MASIH DALAM PENGEMBANGAN.....,1,2022,9,26,-1
9613,Terima kasih sangat membantu .walau foto pertama harus perbarui tp akhirnya sukses. Saran:untuk tes psikologi nya jgn terlama bnyak dan panjang,5,2022,9,27,1
3011,Secara umum pelayanannya baik. Hanya waktu pemrosesannya yang perlu dipercepat biar tidak harap2 cemas dan pilihan ekspedisi jangan hanya PT. Pos Indonesia..,5,2022,9,27,0
134,"Pengajuan sim ditolak karna foto yang diupload buram kemudian dana yang dikembalikan dipotong uang layanan. Seharusnya jika ada foto yang buram, ada notif dari aplikasi untuk upload ulang bukan permohonan ditolak supaya tidqk mengulang lagi proses dari awal. Atau kalau tidak dibuat menu supaya sistem bisa baca jika foto yang diupload buram jadi sebelum bayar dokumen sudah benar dan tidak perlu mengulang dari awal. Mohon ditingkatkan untuk perbaikan sistem.",1,2022,9,28,-1
6847,Aplikasi yg sangat membantu untuk perpanjang sim. proses mudah dan cepat. pengiriman juga oke.,5,2022,9,28,1
957,"Saya kemarin coba buat perpanjangan sim c berhasil. Namun saat mau perpanjang SIM A kode pos saat dipilih tidak muncul biaya resi dan kalau diinpu t yg tidak terdaftar isian masih kosong. Dan coba re login malah lupa password, bahkan OTP yg dikirimkan gagal verifikasi terus. coba kontak ke CS gak direspon dan email ke developer belum dibalas. Mohon bantuannya.",1,2022,9,28,-1
1611,"Sdh bgs & membantu tanpa perlu dtg k korlantas. Cm masih perlu ditingkatkan lg. Alamat rmh tdk bs di edit (mungkin otomatis menyesuaikan data ektp), tp jk nama jalannya panjang sayangnya tdk bs tertulis lengkap (mungkin krn limit karakter hurufnya) sehingga alamat rmh tertera di sim jd tdk lgkp",4,2022,9,28,1
3887,Untuk verifikasi data sangat susah padahal sudah mengikuti semua arahan tpi tetap gagal terus menerus. Sampai saya bosan karna sudah 20X lebih gagal.,1,2022,9,28,-1
3474,"Bagus sekali,dimasa covid ga perlu warawiri, sy perpanjang SIM lewat aplikasi ini,tgl 26 isi form,submit,tgl 28 SIM datang ke rumah...wow banget.trims deh, mempermudah perpanjangan SIM.",5,2022,9,28,1
9562,"Pelayanan sangat memuaskan tanggal 26/09/2022 jam 9 mengajukan, jam 10 nya langsung diproses dan tanggal 27/09/2022 sim selesai dibuat kemudian langsung dikirimkan dan tanggal 29/09/2022 sim telah saya terima. Terimakasih Digital Korlantas POLRI sangat memudahkan dalam pelayanan perpanjangan SIM.",5,2022,9,29,1
7033,"Aplikasi ini sangat membantu, saya jadi tidak usah repot-repot untuk mengurus perpanjangan sim, cukup dari rumah saja. Hanya butuh kecermatan dan kejelian mata.",5,2022,9,29,1
5752,"Saya melakukan perpanjangan SIM 2x secara online ke 1 SIM C hasil printingnya bagus, bagian depan kartu ada hologram korlantasnya, yg ke 2 SIM A hasil printing kurang bagus ada garis hitam panjang di kartu hologram korlantas bagian depan ga ada udah kaya hasil cetak di percetakan pinggir jalan, hasil yg ke 2 ini sangat mengecewakan pdhl udah susah payah ngerjain psikotesnya dengan sungguh²",1,2022,9,29,1
834,"Aplikasi sangat membantu, sdh registrasi perpanjangan sim c, dan sangat mudah utk mengikuti petunjuknya, tinggal menunggu sim sekesai dicetak dan dikirim dialamat sy, cuma tdk smua kntr SATPAS terdekat terkoneksi secara online, terimakasih.",5,2022,9,29,1
3473,"Mantap aplikasinya. Perpanjangan sim ndak usah ribet ke satpas. Tinggal download aplikasinya di playstore, ikuti petunjuknya, transfer, Sim pun dikirim ke rumah.",5,2022,9,29,1
6714,Akun saya udah terdaftar tp pake nomer hp lama yg udah gak aktif dan udah gak inget lg nomernya.. Saya pake momer hp yg sekarang pas masuk nomer nik gak bisa harus pake nomer yg lama ini gmana solusinya..,2,2022,9,29,-1
3762,"Pas buka aplikasi suruh masukin nomor HP untuk d kirim kode OTP, setelah kode OTP nya kekirim, aplikasinya malah minta masukin nomor HP lg, terus aja kaya gitu, gimana saya mau masuk aplikasinya, mohon segera d perbaiki biar mempermudah",1,2022,9,29,-1
4675,emang sih gak ribet perpanjang sim ga perlu antri ke SATPAS. hanya saja di aplikasi 3-7hari kerja trnyata punya saya 2bulan lebih perpanjang sim baru jadi,3,2022,9,30,1
5286,"Aplikasinya keren, sangat membantu. Perpanjang SIM ga perlu dateng ke Polres, cukup dari rumah. Tinggal yg untuk pembuatan SIM baru dan Perpanjang STNK kpn nih mulai bisa di gunakan?? Bravo Polri...",5,2022,9,30,1
9742,"Proses cepat dan memuaskan,sangat memudahkan dan membantu sekali.terimakasih.",5,2022,9,30,1
4175,Sangat sangat membantu aplikasi ini. Memperpanjang SIM jadi lebih mudah dan cepat. Semoga segera upgrade untuk fitur yg lain nya.,5,2022,9,30,1
1123,"Registrasi dan dibayar tgl 22 Sept, tgl 28 Sept diproses, tgl 29 Sept dicetak dan dikirim, tgl 30 Sept SIM sudah smp. Keren deh. Sesuai SLA 3-7 hari kerja prosesnya. Sangat membantu, tinggal penyempurnaan dibeberapa proses dan jg menu di aplikasinya pasti akan lebih keren lg. BRAVO POLRI....",4,2022,9,30,1
6690,Sangat mempermudah bagi yg mau perpanjang SIM. 3 hari SIM sudah sampai. Mungkin kedepannya ditingkatkan lagi untuk aplikasinya 👍👍,5,2022,9,30,1
8295,"Ini aplikasi apaan sih sumpah, login lupa password kirim kode otp pas di masukin kodenya malah salah katanya, nunggu 5 menit lg pas di kirim dan masukin kode malah salah lagi. Apasihh gajelas",1,2022,9,30,-1
3294,"Saya stuck di pengisian nomor rekening pengembalian, sudah berbagai cara saya coba tetap tidak membuahkan hasil. Padahal sudah bayar biaya surat kesehatan dan test psikologi. Sangat disayangkan.",1,2022,10,1,-1
487,"Awal mula proses pengisian data emang agak ribet apalagi di pare belum bisa untuk tes kesehatan online, untuk respon dari aplikasi juga kurang, tapi setelah bisa melengkapi semua data membutuhkan waktu 2 harian lalu proses pengiriman itu juga 2 hari, tapi resi yg ada di aplikasi itu tidak bisa dilacak dan ternyata itu bukan resi tapi kode booking, jadi agak takut juga kalau nanti sampai tidak kekirim ke kita. Tapi untuk biaya lebih terjangkau lewat aplikasi dari pada offline di satpas menurut sa",4,2022,10,1,0
8835,Ada menu pengurusan sim baru.. Ternyata gak bisa.. Aplikasi kurang membantu,1,2022,10,1,-1
8547,"Sangat memudahkan bagi yg punya kesibukan yg tidak bisa diitinggalkan, mudah, dan cepet prosesnya,",5,2022,10,1,1
9247,"Kirain bisa daftar bikin SIM baru, ga taunya masih pengembangan. Tetep aja hrs offline",3,2022,10,2,-1
8754,"Mohon segera di upgrade lagi aplikasi nya komandan, kayanya aplikasi SIM online tapi tidak bisa untuk membuat SIM baru",2,2022,10,2,-1
4502,"Apaansih gabisa edit tamatan pendidikan? Mana foto zoom in banget sampe 500% ga sekalian aja di zoom 1000% biar ky liat bakteri pake mikroskop. Foto uda upload bener2 cek di di aplikasi jg ""oh uda bener uda di acc"" ealah tau2 pas dateng leher gue ilang ky kepala buntung. Dendam sm2 foto kartu identitas di pemerintahan ga pernah bener sumpah. Percuma lah upload foto 3x4 bener2 di edit rambutny jd kotak2. Agak2 emg petugasnya.. cek aplikasi kmrn pagi2 eh berubah ga ky sebelumnya yg pas di upload",1,2022,10,2,-1
9653,"Gk becus bikin aplikasi mending di hapus aja, udh verivikasi ktp berkali-kali tetap gagal, ngurus perpanjangan sim aja di persulit nnti giliran ada oprasi nilang seenak jidat, ngurus apa2 di persulit",1,2022,10,3,-1
4878,"Ini aplikasi untuk cari cuan apa gimana sih ??? Kalo memang ditolak karena kehabisan matrial okelah kami trima Tapi biayanya pengembalian dana kenapa di potong gak kembali utuh ? Padahal belum proses bahkan belum di kirim Sedangkan saya kirim pake rekening pun sudah kena admin juga, kalo memang itung2an kena admin iya kalo 1 orang 2 orang, kalo se Indonesia gimana jadinya ?",1,2022,10,3,-1
7293,"Gimana cara masuknya ini, udah masukin nomor, kirim sms, suruh balik ke aplikasi, masukin nomor lagi, sms lgi, suruh balik ke aplikasi lgi, gitu aja terus sampe kiamat...",1,2022,10,3,-1
5763,Sangat membantu aplikasi sinar ini. Cuma untuk perpanjangan sim B1 seperti nya belum bisa yaa.. Mohon penjelasan nya... Terimakasih,5,2022,10,3,1
3768,"Sangat puas, seminggu perpanjang sim sudah sampai dirumah, semoga kekurangan yg lain seperti pilihan kode pos bisa dilengkapi, terima kasih. App ini sangat membantuuuu",5,2022,10,3,1
4970,Baru pake aplikasi ini berharap bisa mempermuda pembuatan sim tapi setelah di instal ada lg pemberitahuan tertulis layanan blm tersedia ( DALAM MASA PENGEMBANGAN) bikin full memori ajaa,1,2022,10,3,-1
265,"Aplikasinya bagus fungsinya yg tidak ada. Saya sudah 2 kali ikut tes psikotes hasilnya tidak sinkron sama aplikasinya, bikin rugi masyarakat saja.. Lebih baik langsung ke satpas dan buat sendiri.. Dan tolong di hapus aja apk perpanjangan sim kayak gini jika tidak bisa berfungsi dengan baik..",1,2022,10,4,-1
6712,Verifikasi wajah harus mengulang 10 x lebih tapi tetap gagal jga.diketerangan waktu habis.semua sudah sesuai arahan tapi tetap sama hasilnya,2,2022,10,4,-1
4172,Aplikasi nya bagus sekali. Mudah dan cepat. Tampilan SIM yg terbaru sangat bagus. Terima kasih digital korlantas.,5,2022,10,4,1
3399,"Sebenarnya apa masalahnya? Pengajuan online perpanjangan sim tidak bisa? Pengajuan manual datang ke satpas terdekat, katanya sedang gangguan? Sampai kapan?",3,2022,10,4,-1
3383,"Kenapa mau perpanjang tapi terjadi kesalahan aja ini gmn tindak lanjutnya, tidak ada customer service untuk pengaduan! Aplikasi belum layak sudah di launching ya jadi gini",1,2022,10,4,-1
5992,"Gampang error, susah banget buat masukin data, banyak aplikasi lagi buat perpanjang, ribet dan aplikasi error mulu",1,2022,10,4,-1
9159,Selamat siang. Kapan update an pembuatan SIM baru di buka? karena masih belum ada akses atau sedang dalam perbaikan. Terimakasih,3,2022,10,4,0
9897,"Aplikasimu blm siap instal . Masih suka log out sendiri kadang bug , ah payah !",1,2022,10,4,-1
4390,"Bapak ibu ,mohon maaf waktu itu saya sudah daftar sekarang mau login lagi ga bisa karena no hp sudah tidak aktif mohon pencerahan bagaimana saya biar bisa login lagi ,soalnya pake nomer baru ga bisa masuk karena nik sudah terdaftar",5,2022,10,4,0
5884,"Mantab jaya aplikasi ini sangat membantu, saya sudah coba perpanjang SIM online sangat mudah dan Prosesnya cepat dan bisa di kirim ke rumah, Terbaik pokoknya🙏",5,2022,10,4,1
2951,"untuk layanan masih belum lengkap cuma masih bisa buat SIM A dan SIM C saja, kalau yang lain seperti stnk danblainya masih belum lengkap, , harapannya untuk pemohon perpanjangan sim B1 ke atas juga bisa",1,2022,10,4,-1
8917,Mau bikin SIM Layanan belum tersedia. Terus ngapain di louncing aplikasinya kalau belum beres. 😞,1,2022,10,4,-1
1663,"Sangat bermanfaat, untuk isue photo buram dll sepertinya sudah di update sistemnya. Karena awalnya saya upload photo jg tdk sesuai dan ada notif untuk upload ulang, dan berhasil. Dari awal pengajuan hanya 5 hari sudah saya terima via Pos. Yg paling penting, terhindar dari calo. Terimakasih 👍👍👍👍",5,2022,10,5,1
8489,Pelayanan digital polri sangat memuaskan namun ada beberapa sistem yang belum bisa di gunakan saya berharap sistem ini dapat cepat berkembang,5,2022,10,5,1
9722,Aplikasi bagus. Mengurusnya bisa santai di rumah sambil rebahan. Hanya menunggu 10 hari sim langsung jadi dan diantar ke rumah.,5,2022,10,5,1
4331,"Ini kenapa ya setiap verifikasi KTP pasti selalu gagal, tidak bisa verifikasi lah padahal perintah gerakan wajahnya udah bener semua tapi tetap aja katanya gak sama masih benar"" Butuh perbaikan nih aplikasi",1,2022,10,5,-1
4000,"sementara bintang dua. karena data kecamatan berbeda dengan yang seharusnya. data2 di lembaga lain udah betul, cuma disini aja yg salah. malah disuruh bikin offline. kalo gini buat apa bikin aplikasi? mengecewakan",2,2022,10,5,-1
2971,"Sangat membantu, terima kasih. Saran,,.untuk soal test baiknya jg didalam aplikasi, sehingga tidak perlu register lagi .kalau saat ini diarahkan lewat link utk membuka dan harus register lagi.",5,2022,10,5,1
8690,"Prosesnya lama, trus SIMnya baru dikirim statusnya udah selesai aja, padahal belum diterima SIM nya !!!",1,2022,10,5,-1
3442,"Aplikasi ny membantu sih tapi sampai tahap rekening pengembalian kok gk bisa2 cek rekening ny sehingga tidak bisa ke tahap selanjut ny padahal sudah di isi semua, mohon petunjuk ny min. ?",4,2022,10,5,1
7470,"Ayo dong ditingkatkan lagi, fiturnya masak sudah setahun lebih masih sama aja fiturnya,,,",3,2022,10,5,0
7539,"Proses cepat, hanya saja pelayanan lain belum ada mungkin kedepannya cepat ada update.. Mantap terus tingkatkan",5,2022,10,5,1
6733,"aplikasi jelek masa perifikasi e-KTP untuk perpanjang SIM tidak bisa, padahal sudah di ulang ulang sudah versi aplikasi yang terbaru,",1,2022,10,5,-1
9007,"Auto uninstal , gimana sih menyediakan kemudahan lewat aplikasi tapi semua fitur belum tersedia / dalam perbaikan ga worth it",1,2022,10,6,-1
4612,"Aplikasi ..hanya membuang waktu ..tidak efektif. Kebih baik datang ke samsat langsung, Jika belum siap jangan diumumkan dulu ke masyarakat.",1,2022,10,6,-1
5564,Pada saat verifikasi E-KTP tidak dapat di ACC padahal sudah menggunakan 3 HP yg berbeda dan mengikuti semua instruksi yg telah di sampaikan. Sampai saat ini masih belum bisa di ACC untuk verifikasi KTP,1,2022,10,6,-1
7445,Harap diperbaiki soalnya ini layanan masyarakat dan itu bersifat penting. Tidak bisa masuk dan sering terjadi error padahal data sudah lengkap dan valid,1,2022,10,6,-1
8825,"Masih belum maximal,tempat untuk melakukan cek kesehatan sangat sangat terbatas. Seharusnya bisa lebih dipermudah.terimakasih",1,2022,10,6,-1
5713,Oke banget aplikasinya..sangat membantu ....cuma butuh 2 hari SIM sudah jadi &selamat sampai tujuan ...masalah pengiriman hanya daerah tertentu .....saya mengunakan alamat saudara baru bisa di kirim via POS ....,5,2022,10,6,1
8914,"aplikasi tidak lengkap, layanan pengaduan via WA dan email sangat buruk, tidak membantu.",1,2022,10,7,-1
6096,"Sangatt istimewa terus berkreasilah untuk nkri, cepat, tepat, akurat dan bisa memberi manfaat..... Buat negara....",5,2022,10,7,1
3277,saya sudah melakukan pembayaran tapi setelah cek email tidak ada no VA yg dikirimkan. dan setelah saya tunggu 1x24 jam saya coba ulang di proses malah katanya waktu transaksi sudah berakhir. ini solusi nya bagaimana ya? saya sudah menyelesaikan pembayaran. mohon bantuan nya,3,2022,10,7,-1
4212,Mantap jaya...sangat terbantu sekali sama aplikasi ini. Sekali daftar uplod langsung lolos..ga ada ngulang2..Perpanjang sim jdi gampang banget.. Terimakasih,5,2022,10,7,1
2918,"Sudah bisa perpanjang sim online di aplikasi ini. Fitur lainnya juga sedang di kembangkan. Semoga fitur lainnya cepet selesai supaya urus pajak, stnk, dll nya lebih mudah👍",5,2022,10,7,1
8665,Memudahkan sayang waktu proses pendaftaran agak susah dan proses penerbitan sim jga lama mungkin karena antri lebih mohin lebih ditingkatkan lagi terima kasih,3,2022,10,7,1
1589,Benar2 membantu. Meskipun agak bingung karena pertama kali. Perpanjang sim jadi lebih simpel. Semoga menyusul fitur fitur lainnya seperti perpanjang stnk dan sebagainya.,5,2022,10,7,1
5226,"Pelayanan bagus, perpanjang SIM A dan C cepat sekali. Gak sampe 1 Minggu sudah jadi. Terima kasih sudah memudahkan kami yg sulit mengurus secara offline Krn terkendala pekerjaan yg tdk bisa ditinggalkan. Semoga pelayanannya bagus terus",5,2022,10,7,1
7491,Udah SMS 4 kali 4 kali pula potong pulsa notifikasi nggak bisa buka buka. Aplikasi buruk,1,2022,10,7,-1
4435,"Aplikasi pendamping untuk tes psikologi tidak bisa menrima kode verifikasi dan tidak ada helpdesk / kontak yang bisa dihubungi, sangat disayangkan menggandeng pihak yang kurang profesional",1,2022,10,7,-1
9452,Bintang 4 karena belum semua menu bisa digunakan. Semoga semua menu bisa segera digunakan. Terima kasih.,4,2022,10,7,0
6803,"Sebenarnya aplikasi ini masih fungsi gak y? Masak semua fitur di klik ""maaf, layanan belum tersedia"" semua nya begitu.,..",1,2022,10,7,-1
9052,"Gak bisa pilih opsi pengiriman, jadi terpaksa ngambil ke satpas yg dipilih.",3,2022,10,8,-1
5262,saya mau perpanjangan sim tapi setelah persyaratan selesai pas klik data simpan muncul terjadi kesalahan gagal mendapatkan data... mohon infonya... untuk tes kesehatan sama psikologi udah....,3,2022,10,8,-1
7227,Harus ada test psikolog dan berbayar.. harus cek kesehatan yang mana kita harus datang ke faskes yang membutuhkan waktu tidak sebentar.. mending langsung datang.,1,2022,10,8,-1
4743,Malam admin digital korlantas polri saya pengajuan perpanjangan sim sekitar tanggal 4 oktober sampai sekarang pun sedang dalam proses dan sudah bayarkan juga tapi kenapa sim saya belum jadi ini aplikasi banyak kekurangannya kalo masih maintenance mending saya pergi ke samsat aja 2jam sudah jadi tolong di perbaiki lagi pelayanannya agar lebih mudah san simpel seperti kita dateng ke satpas🙏🙏🙏🙏🙏,1,2022,10,8,0
6089,Pak untuk update kedepan tolong verifikasi e-ktp diganti dengan mengirim file photo dari galeri hp saja daripada yang langsung selfie ini saya gagal terus verifikasi e-ktp 🙏🙏🙏 sudah coba sesuai intruksi tetap tidak bisa verifikasi,2,2022,10,9,0
4159,"Apaan si kalo apk belum 100% siap mending jangan di diemin lah cepat berbenah, kalau pengajuan perpanjang sim c di tolak kenapa gaada jadwal pengembalian uangnya dan sebab kenapa bisa di tolak. Tolonglah segera perbaiki masalah chat live jugaaa karna fungsi utama adanya apk ini tuh biar warga indo bisa gampang lebih simpel ngurusnya kok malah susah kan kasihan kami lah , terima kasih",1,2022,10,9,-1
8283,"Aplikasi yg sangat membantu, untuk perpanjangan bisa kapan saja , dan dimana saja, tidak perlu antri diSATPAS,",5,2022,10,9,1
3355,"Ada yang pernah mengalami gak, hasil tes psikologi gak terkoneksi dengan digital Korlantas ini, padahal no nik dan email benar,danhasil tes rikkes bisa langsung terkoneksi,",4,2022,10,9,0
